14.10.2025:08:52:35.940;10.6345;126.62;1342.43;1
14.10.2025:08:52:35.960;10.6273;127.173;1339.72;1
14.10.2025:08:52:35.980;10.5661;126.63;1334.34;1
14.10.2025:08:52:36.000;10.5872;127.195;1336.47;1
14.10.2025:08:52:36.020;10.5784;127.184;1337.3;1
14.10.2025:08:52:36.040;10.587;126.643;1337.54;1
14.10.2025:08:52:36.060;10.5556;127.202;1331.75;1
14.10.2025:08:52:36.080;10.6785;126.604;1347.22;1
14.10.2025:08:52:36.100;10.6273;127.192;1340.62;1
14.10.2025:08:52:36.120;10.6382;127.165;1343.85;1
14.10.2025:08:52:36.140;10.6271;127.177;1339.91;1
14.10.2025:08:52:36.160;10.5971;127.15;1337.39;1
14.10.2025:08:52:36.180;10.5915;126.645;1338.48;1
14.10.2025:08:52:36.200;10.5778;127.215;1334.45;1
14.10.2025:08:52:36.220;10.582;127.164;1335;1
14.10.2025:08:52:36.240;10.5744;126.667;1335.8;1
14.10.2025:08:52:36.260;10.6391;127.162;1342.87;1
14.10.2025:08:52:36.280;10.6177;126.645;1339.35;1
14.10.2025:08:52:36.300;10.6165;127.228;1339.55;1
14.10.2025:08:52:36.320;10.6061;127.177;1338.56;1
14.10.2025:08:52:36.340;10.5585;126.671;1334.96;1
14.10.2025:08:52:36.360;10.5997;127.203;1338.04;1
14.10.2025:08:52:36.380;10.5512;126.676;1332.73;1
14.10.2025:08:52:36.400;10.6051;127.184;1335.41;1
14.10.2025:08:52:36.420;10.6204;127.167;1339.53;1
14.10.2025:08:52:36.440;10.5928;126.663;1336.56;1
14.10.2025:08:52:36.460;10.6741;127.178;1343.81;1
14.10.2025:08:52:36.480;10.5982;126.67;1339.23;1
14.10.2025:08:52:36.500;10.6014;127.23;1337.91;1
14.10.2025:08:52:36.520;10.5481;127.169;1330;1
14.10.2025:08:52:36.540;10.5476;126.676;1333.05;1
14.10.2025:08:52:36.560;10.6263;127.199;1340.45;1
14.10.2025:08:52:36.580;10.547;127.161;1332.68;1
14.10.2025:08:52:36.600;10.5334;126.615;1331.95;1
14.10.2025:08:52:36.620;10.6221;127.172;1342.41;1
14.10.2025:08:52:36.640;10.6221;127.172;1342.41;1
14.10.2025:08:52:36.660;10.661;126.589;1346.43;1
14.10.2025:08:52:36.680;10.5575;127.144;1331.38;1
